AREA,CODE
"Reeves, TX",2854
"Refugio, TX",2416
"Reno, KS",1464
"Rensselaer, NY",262
"Renville, MN",2282
"Renville, ND",3029
"Republic, KS",2940
"Reynolds, MO",2906
"Rhea, TN",1715
"Rice, KS",2357
"Rice, MN",501
"Rich, UT",2452
"Richardson, NE",2606
"Richland, IL",2725
"Richland, LA",2496
"Richland, MT",2877
"Richland, ND",2510
"Richland, OH",317
"Richland, SC",123
"Richland, WI",946
"Richmond City, VA",204
"Richmond, GA",1254
"Richmond, NC",1553
"Richmond, NY",101
"Richmond, VA",1084
"Riley, KS",1435
"Rincon, PR",2456
"Ringgold, IA",2788
"Rio Arriba, NM",1982
"Rio Blanco, CO",1118
"Rio Grande, CO",1954
"Rio Grande, PR",2467
"Ripley, IN",1738
"Ripley, MO",2106
"Ritchie, WV",2647
"Riverside, CA",8
"Roane, TN",1506
"Roane, WV",2099
"Roanoke City, VA",384
"Roanoke, VA",400
"Robertson, KY",2811
"Robertson, TN",490
"Robertson, TX",2272
"Robeson, NC",301
"Rock Island, IL",1295
"Rock, MN",2537
"Rock, NE",2823
"Rock, WI",258
"Rockbridge, VA",889
"Rockcastle, KY",2268
"Rockdale, GA",1391
"Rockingham, NC",1376
"Rockingham, NH",1220
"Rockingham, VA",450
"Rockland, NY",147
"Rockwall, TX",438
"Roger Mills, OK",1147
"Rogers, OK",416
"Rolette, ND",2851
"Rooks, KS",2938
"Roosevelt, MT",2868
"Roosevelt, NM",2470
"Roscommon, MI",1810
"Roseau, MN",2095
"Rosebud, MT",2371
"Ross, OH",442
"Routt, CO",868
"Rowan, KY",871
"Rowan, NC",291
"Runnels, TX",2677
"Rush, IN",1897
"Rush, KS",2996
"Rusk, TX",1511
"Rusk, WI",1003
"Russell, AL",569
"Russell, KS",2424
"Russell, KY",2081
"Russell, VA",2034
"Rutherford, NC",481
"Rutherford, TN",168
"Rutland, VT",519
"Sabine, LA",2487
"Sabine, TX",2345
"Sac, IA",1071
"Sacramento, CA",19
"Sagadahoc, ME",742
"Saginaw, MI",1255
"Saguache, CO",2432
"Saint Bernard, LA",1656
"Saint Charles, LA",1515
"Saint Charles, MO",132
"Saint Clair, AL",424
"Saint Clair, IL",1229
"Saint Clair, MI",1280
"Saint Clair, MO",2359
"Saint Croix, VI",2460
"Saint Croix, WI",422
"Saint Francis, AR",811
"Saint Francois, MO",1461
"Saint Helena, LA",2706
"Saint James, LA",3087
"Saint John the Baptist, LA",1560
"Saint Johns, FL",1261
"Saint Joseph, IN",1233
"Saint Joseph, MI",1477
"Saint Landry, LA",1394
"Saint Lawrence, NY",344
"Saint Louis City, MO",143
"Saint Louis, MN",212
"Saint Louis, MO",28
"Saint Lucie, FL",1225
"Saint Martin, LA",1522
"Saint Mary, LA",2009
"Saint Marys, MD",357
"Saint Tammany, LA",1244
"Saint Thomas, VI",2462
"Sainte Genevieve, MO",1888
"Salem City, VA",848
"Salem, NJ",492
"Saline, AR",353
"Saline, IL",2486
"Saline, KS",1499
"Saline, MO",1991
"Saline, NE",1009
"Salt Lake, UT",1166
"Saluda, SC",928
"Sampson, NC",505
"San Augustine, TX",2379
"San Benito, CA",556
"San Bernardino, CA",9
"San Diego, CA",3
"San Francisco, CA",47
"San German, PR",2562
"San Jacinto, TX",1774
"San Joaquin, CA",63
"San Juan, CO",2832
"San Juan, NM",1323
"San Juan, PR",1979
"San Juan, UT",2849
"San Juan, WA",984
"San Lorenzo, PR",2461
"San Luis Obispo, CA",165
"San Mateo, CA",61
"San Miguel, CO",1976
"San Miguel, NM",2030
"San Patricio, TX",1462
"San Saba, TX",2916
"Sanders, MT",1999
"Sandoval, NM",1319
"Sandusky, OH",521
"Sangamon, IL",1257
"Sanilac, MI",1583
"Sanpete, UT",2191
"Santa Barbara, CA",114
"Santa Clara, CA",13
"Santa Cruz, AZ",614
"Santa Cruz, CA",170
"Santa Fe, NM",1299
"Santa Rosa, FL",1291
"Sarasota, FL",1204
"Saratoga, NY",193
"Sargent, ND",2974
"Sarpy, NE",264
"Sauk, WI",514
"Saunders, NE",912
"Sawyer, WI",1912
"Schenectady, NY",270
"Schleicher, TX",2984
"Schley, GA",2691
"Schoharie, NY",771
"Schoolcraft, MI",2393
"Schuyler, IL",2895
"Schuyler, NY",942
"Schuylkill, PA",282
"Scioto, OH",435
"Scotland, MO",2948
"Scotland, NC",736
"Scott, AR",2341
"Scott, IA",249
"Scott, IL",2623
"Scott, IN",2206
"Scott, KS",2943
"Scott, KY",1549
"Scott, MN",309
"Scott, MO",2016
"Scott, MS",2663
"Scott, TN",2225
"Scott, VA",873
"Scotts Bluff, NE",724
"Screven, GA",2294
"Scurry, TX",2270
"Searcy, AR",2402
"Sebastian, AR",314
"Sedgwick, CO",2810
"Sedgwick, KS",1191
"Seminole, FL",1199
"Seminole, GA",2384
"Seminole, OK",841
"Seneca, NY",743
"Seneca, OH",545
"Sequatchie, TN",1938
"Sequoyah, OK",666
"Sevier, AR",2267
"Sevier, TN",1381
"Sevier, UT",1855
"Seward, KS",2059
"Seward, NE",968
"Shackelford, TX",2988
"Shannon, MO",2394
"Sharp, AR",962
"Shasta, CA",233
"Shawano, WI",1596
"Shawnee, KS",1270
"Sheboygan, WI",337
"Shelby, AL",219
"Shelby, IA",2582
"Shelby, IL",2718
"Shelby, IN",1574
"Shelby, KY",1594
"Shelby, MO",2912
"Shelby, OH",598
"Shelby, TN",35
"Shelby, TX",2201
"Shenandoah, VA",673
"Sherburne, MN",412
"Sheridan, KS",3024
"Sheridan, MT",2987
"Sheridan, ND",3067
"Sheridan, NE",1132
"Sheridan, WY",1737
"Sherman, KS",2920
"Sherman, NE",2802
"Sherman, OR",2821
"Sherman, TX",3008
"Shiawassee, MI",1437
"Shoshone, ID",1950
"Sibley, MN",2727
"Sierra, CA",1148
"Sierra, NM",2121
"Silver Bow, MT",1681
"Simpson, KY",1898
"Simpson, MS",2044
"Sioux, IA",757
"Sioux, NE",2825
"Siskiyou, CA",641
"Sitka, AK",2541
"Skagit, WA",331
"Skagway, AK",2826
"Skamania, WA",1056
"Smith, KS",2973
"Smith, MS",2669
"Smith, TN",931
"Smith, TX",1250
"Smyth, VA",779
"Snohomish, WA",62
"Snyder, PA",697
"Socorro, NM",2079
"Solano, CA",117
"Somerset, MD",828
"Somerset, ME",575
"Somerset, NJ",140
"Somerset, PA",443
"Somervell, TX",2392
"Sonoma, CA",99
"Southampton, VA",937
"Spalding, GA",1465
"Spartanburg, SC",160
"Spencer, IN",2067
"Spencer, KY",2085
"Spokane, WA",100
"Spotsylvania, VA",322
"Stafford, KS",2957
"Stafford, VA",310
"Stanislaus, CA",90
"Stanly, NC",525
"Stanton, KS",3039
"Stanton, NE",1125
"Stark, IL",2553
"Stark, ND",1989
"Stark, OH",127
"Starke, IN",1823
"Starr, TX",2662
"Staunton City, VA",863
"Stearns, MN",278
"Steele, MN",733
"Stephens, GA",1775
"Stephens, OK",639
"Stephens, TX",2362
"Stephenson, IL",1545
"Steuben, IN",1682
"Steuben, NY",375
"Stevens, KS",2926
"Stevens, MN",2649
"Stevens, WA",654
"Stewart, GA",2779
"Stewart, TN",1946
"Stillwater, MT",2138
"Stoddard, MO",2184
"Stokes, NC",615
"Stone, AR",1038
"Stone, MO",1713
"Stone, MS",2264
"Stonewall, TX",3063
"Storey, NV",1142
"Story, IA",405
"Strafford, NH",1327
"Stutsman, ND",2493
"Sublette, WY",2001
"Suffolk City, VA",421
"Suffolk, MA",59
"Suffolk, NY",18
"Sullivan, IN",2230
"Sullivan, NH",1580
"Sullivan, NY",444
"Sullivan, PA",1120
"Sullivan, TN",1286
"Sully, SD",3065
"Summers, WV",2302
"Summit, CO",1758
"Summit, OH",81
"Summit, UT",1649
"Sumner, KS",1813
"Sumner, TN",257
"Sumter, AL",2855
"Sumter, FL",1377
"Sumter, GA",1701
"Sumter, SC",350
"Sunflower, MS",2839
"Surry, NC",462
"Surry, VA",2548
"Susquehanna, PA",659
"Sussex, DE",215
"Sussex, NJ",281
"Sussex, VA",2119
"Sutter, CA",390
"Sutton, TX",2967
"Suwannee, FL",1601
"Swain, NC",1016
"Sweet Grass, MT",2449
"Sweetwater, WY",1579
"Swift, MN",2360
"Swisher, TX",2891
"Switzerland, IN",2349
"Talbot, GA",2688
"Talbot, MD",714
"Taliaferro, GA",2822
"Talladega, AL",1399
"Tallahatchie, MS",2846
"Tallapoosa, AL",1600
"Tama, IA",952
"Taney, MO",1523
"Tangipahoa, LA",1329
"Taos, NM",1699
"Tarrant, TX",12
"Tate, MS",2035
"Tattnall, GA",1793
"Taylor, FL",1992
"Taylor, GA",2754
"Taylor, IA",1121
"Taylor, KY",855
"Taylor, TX",1321
"Taylor, WI",914
"Taylor, WV",2570
"Tazewell, IL",1314
"Tazewell, VA",637
"Tehama, CA",504
"Telfair, GA",2274
"Teller, CO",870
"Tensas, LA",2712
"Terrebonne, LA",1341
"Terrell, GA",2595
"Terrell, TX",3076
"Terry, TX",2860
"Teton, ID",1966
"Teton, MT",2434
"Teton, WY",1851
"Texas, MO",1781
"Texas, OK",916
"Thayer, NE",2624
"Thomas, GA",1572
"Thomas, KS",2889
"Thomas, NE",2834
"Throckmorton, TX",3060
"Thurston, NE",2770
"Thurston, WA",175
"Tift, GA",1613
"Tillamook, OR",843
"Tillman, OK",1098
"Tioga, NY",585
"Tioga, PA",674
"Tippah, MS",2224
"Tippecanoe, IN",1273
"Tipton, IN",2094
"Tipton, TN",520
"Tishomingo, MS",2245
"Titus, TX",1709
"Toa Alta, PR",2163
"Toa Baja, PR",2157
"Todd, KY",2581
"Todd, MN",1802
"Tolland, CT",275
"Tom Green, TX",1348
"Tompkins, NY",366
"Tooele, UT",1486
"Toole, MT",2934
"Toombs, GA",2193
"Torrance, NM",2091
"Towns, GA",1964
"Traill, ND",2885
"Transylvania, NC",767
"Traverse, MN",2661
"Travis, TX",1167
"Treasure, MT",3080
"Trego, KS",3010
"Trempealeau, WI",801
"Treutlen, GA",2771
"Trigg, KY",1937
"Trimble, KY",2542
"Trinity, CA",1024
"Trinity, TX",1935
"Troup, GA",1454
"Trousdale, TN",1099
"Trujillo Alto, PR",2160
"Trumbull, OH",200
"Tucker, WV",2005
"Tulare, CA",106
"Tulsa, OK",74
"Tunica, MS",2742
"Tuolumne, CA",553
"Turner, GA",2377
"Turner, SD",2883
"Tuscaloosa, AL",220
"Tuscarawas, OH",398
"Tuscola, MI",1497
"Twiggs, GA",2753
"Twin Falls, ID",1412
"Tyler, TX",2064
"Tyler, WV",2750
"Tyrrell, NC",1140
"Uinta, WY",2066
"Uintah, UT",1706
"Ulster, NY",227
"Umatilla, OR",451
"Unicoi, TN",943
"Union, AR",677
"Union, FL",2573
"Union, GA",1849
"Union, IA",2733
"Union, IL",2501
"Union, IN",2685
"Union, KY",2574
"Union, LA",2060
"Union, MS",2194
"Union, NC",208
"Union, NJ",84
"Union, NM",2955
"Union, OH",574
"Union, OR",837
"Union, PA",1568
"Union, SC",2481
"Union, SD",2520
"Union, TN",932
"United States, ",3091
"Upshur, TX",1620
"Upshur, WV",1811
"Upson, GA",1764
"Upton, TX",2990
"Utah, UT",1189
"Uvalde, TX",2198
"Val Verde, TX",1536
"Valdez Cordova, AK",2361
"Valencia, NM",1415
"Valley, ID",1967
"Valley, MT",2417
"Valley, NE",2792
"Van Buren, AR",961
"Van Buren, IA",2765
"Van Buren, MI",1416
"Van Buren, TN",2438
"Van Wert, OH",802
"Van Zandt, TX",1517
"Vance, NC",635
"Vanderburgh, IN",1268
"Vega Alta, PR",2458
"Vega Baja, PR",2473
"Venango, PA",557
"Ventura, CA",45
"Vermilion, IL",1401
"Vermilion, LA",1488
"Vermillion, IN",2670
"Vernon, LA",2010
"Vernon, MO",1853
"Vernon, WI",794
"Victoria, TX",1389
"Vigo, IN",1352
"Vilas, WI",897
"Vinton, OH",1027
"Virginia Beach City, VA",109
"Volusia, FL",1192
"Wabash, IL",2529
"Wabash, IN",1987
"Wabasha, MN",1841
"Wabaunsee, KS",2900
"Wadena, MN",2304
"Wagoner, OK",464
"Wahkiakum, WA",1143
"Wake, NC",40
"Wakulla, FL",1724
"Waldo, ME",1625
"Walker, AL",484
"Walker, GA",1448
"Walker, TX",1449
"Walla Walla, WA",537
"Wallace, KS",3064
"Waller, TX",1582
"Wallowa, OR",1113
"Walsh, ND",2863
"Walthall, MS",2285
"Walton, FL",1503
"Walton, GA",1392
"Walworth, WI",363
"Wapello, IA",740
"Ward, ND",1476
"Ward, TX",2676
"Ware, GA",1650
"Warren, GA",2781
"Warren, IA",625
"Warren, IL",2502
"Warren, IN",2684
"Warren, KY",342
"Warren, MO",1707
"Warren, MS",1537
"Warren, NC",905
"Warren, NJ",345
"Warren, NY",493
"Warren, OH",198
"Warren, PA",1599
"Warren, TN",1615
"Warren, VA",717
"Warrick, IN",1482
"Wasatch, UT",1819
"Wasco, OR",845
"Waseca, MN",1873
"Washakie, WY",2390
"Washburn, WI",980
"Washington, AL",2723
"Washington, AR",206
"Washington, CO",2628
"Washington, FL",1801
"Washington, GA",2237
"Washington, IA",2228
"Washington, ID",1965
"Washington, IL",2517
"Washington, IN",2037
"Washington, KS",2925
"Washington, KY",2333
"Washington, LA",1550
"Washington, MD",283
"Washington, ME",1700
"Washington, MN",183
"Washington, MO",1798
"Washington, MS",2168
"Washington, NC",1031
"Washington, NE",921
"Washington, NY",506
"Washington, OH",516
"Washington, OK",587
"Washington, OR",87
"Washington, PA",201
"Washington, RI",313
"Washington, TN",320
"Washington, TX",1684
"Washington, UT",1308
"Washington, VA",558
"Washington, VT",532
"Washington, WI",304
"Washita, OK",1046
"Washoe, NV",115
"Washtenaw, MI",1206
"Watauga, NC",586
"Watonwan, MN",2342
"Waukesha, WI",122
"Waupaca, WI",573
"Waushara, WI",856
"Wayne, GA",2028
"Wayne, IA",2656
"Wayne, IL",2504
"Wayne, IN",1445
"Wayne, KY",2069
"Wayne, MI",1159
"Wayne, MO",2110
"Wayne, MS",2239
"Wayne, NC",321
"Wayne, NE",2592
"Wayne, NY",392
"Wayne, OH",340
"Wayne, PA",570
"Wayne, TN",1903
"Wayne, WV",664
"Waynesboro City, VA",903
"Weakley, TN",1671
"Webb, TX",1240
"Weber, UT",1245
"Webster, GA",2806
"Webster, IA",711
"Webster, KY",2578
"Webster, LA",2474
"Webster, MO",1653
"Webster, MS",2678
"Webster, NE",1144
"Webster, WV",2880
"Weld, CO",173
"Wells, IN",1761
"Wells, ND",2963
"West Baton Rouge, LA",2210
"West Carroll, LA",2705
"West Feliciana, LA",2513
"Westchester, NY",32
"Westmoreland, PA",131
"Westmoreland, VA",956
"Weston, WY",2418
"Wetzel, WV",2637
"Wexford, MI",1704
"Wharton, TX",1603
"Whatcom, WA",209
"Wheatland, MT",3043
"Wheeler, GA",2766
"Wheeler, NE",2829
"Wheeler, OR",2692
"Wheeler, TX",2933
"White Pine, NV",2130
"White, AR",448
"White, GA",1765
"White, IL",2728
"White, IN",1809
"White, TN",1787
"Whiteside, IL",1484
"Whitfield, GA",1360
"Whitley, IN",1692
"Whitley, KY",2022
"Whitman, WA",1571
"Wibaux, MT",3075
"Wichita, KS",3040
"Wichita, TX",1322
"Wicomico, MD",380
"Wilbarger, TX",2310
"Wilcox, AL",2735
"Wilcox, GA",2693
"Wilkes, GA",2128
"Wilkes, NC",1444
"Wilkin, MN",2775
"Wilkinson, GA",2538
"Wilkinson, MS",2876
"Will, IL",1180
"Willacy, TX",2491
"Williams, ND",2223
"Williams, OH",716
"Williamsburg City, VA",1013
"Williamsburg, SC",751
"Williamson, IL",1456
"Williamson, TN",226
"Williamson, TX",1200
"Wilson, KS",2367
"Wilson, NC",432
"Wilson, TN",341
"Wilson, TX",1585
"Winchester City, VA",831
"Windham, CT",329
"Windham, VT",644
"Windsor, VT",546
"Winkler, TX",2899
"Winn, LA",2700
"Winnebago, IA",1062
"Winnebago, IL",1219
"Winnebago, WI",244
"Winneshiek, IA",900
"Winona, MN",580
"Winston, AL",857
"Winston, MS",2250
"Wirt, WV",2784
"Wise, TX",534
"Wise, VA",680
"Wolfe, KY",2767
"Wood, OH",315
"Wood, TX",1595
"Wood, WI",458
"Wood, WV",415
"Woodbury, IA",364
"Woodford, IL",1626
"Woodford, KY",1800
"Woodruff, AR",1109
"Woods, OK",2378
"Woodson, KS",2995
"Woodward, OK",924
"Worcester, MA",51
"Worcester, MD",581
"Worth, GA",2229
"Worth, IA",2610
"Worth, MO",3042
"Wright, IA",1029
"Wright, MN",316
"Wright, MO",1878
"Wyandot, OH",2221
"Wyandotte, KS",1284
"Wyoming, NY",670
"Wyoming, PA",810
"Wyoming, WV",2209
"Wythe, VA",797
"Yadkin, NC",708
"Yakima, WA",179
"Yalobusha, MS",2322
"Yamhill, OR",374
"Yancey, NC",950
"Yankton, SD",2488
"Yates, NY",842
"Yavapai, AZ",199
"Yazoo, MS",2190
"Yell, AR",891
"Yellow Medicine, MN",2534
"Yellowstone, MT",1294
"Yoakum, TX",2890
"Yolo, CA",210
"York, ME",216
"York, NE",2306
"York, PA",110
"York, SC",189
"York, VA",494
"Young, TX",2256
"Yuba, CA",467
"Yuma, AZ",217
"Yuma, CO",1075
"Zapata, TX",2850
"Zavala, TX",2675
